time,date,element,action,n_elem,url,label
2023-04-28,12:11:06.788050,password,Login_page,7,https://www.example.com,valid
2023-04-28,12:11:06.794753,password,Home_page,10,https://www.example.com,valid
2023-04-28,12:11:06.795179,btn,btn_secondary,8,https://www.example.com,valid
2023-04-28,12:11:06.799642,btn,btn_secondary,4,https://www.example.com,valid
2023-04-28,12:11:06.799753,shopping_cart_link,Home_page,4,https://www.example.com,valid
2023-04-28,12:11:06.799779,add-to-cart-sauce-labs-fleece-jacket,Login_page,129,https://www.saucedemo.com/inventory-item.html,fault
2023-04-28,12:11:06.799811,password,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.799836,add-to-cart-sauce-labs-bike-light,Product_page,55,https://www.example.com,fault
2023-04-28,12:11:06.799931,react-burger-menu-btn,Login_page,5,https://www.example.com,valid
2023-04-28,12:11:06.799955,about_sidebar_link,Shopping_cart,1,https://www.example.com,valid
2023-04-28,12:11:06.799978,add-to-cart-sauce-labs-bike-light,Product_page,58,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.800001,reset_sidebar_link,Shopping_cart,2,https://www.example.com,valid
2023-04-28,12:11:06.800047,add-to-cart-sauce-labs-bolt-t-shirt,Shopping_cart,4,https://www.example.com,valid
2023-04-28,12:11:06.800070,add-to-cart-sauce-labs-onesie,Product_page,10,https://www.example.com,valid
2023-04-28,12:11:06.800114,react-burger-menu-btn,Login_page,89,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.800181,username,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.800316,add-to-cart-sauce-labs-onesie,Home_page,9,https://www.saucedemo.com/inventory-item.html,fault
2023-04-28,12:11:06.800417,add-to-cart-sauce-labs-fleece-jacket,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.800442,btn,btn_secondary,11,https://www.example.com,fault
2023-04-28,12:11:06.800476,btn,btn_action,9,https://www.example.com,valid
2023-04-28,12:11:06.800509,add-to-cart-sauce-labs-fleece-jacket,Home_page,1,https://www.example.com,valid
2023-04-28,12:11:06.800535,about_sidebar_link,Shopping_cart,2,https://www.example.com,valid
2023-04-28,12:11:06.800628,btn,btn_action,2,https://www.example.com,valid
2023-04-28,12:11:06.801105,shopping_cart_link,Login_page,7,https://www.example.com,valid
2023-04-28,12:11:06.801353,about_sidebar_link,Shopping_cart,7,https://www.example.com,valid
2023-04-28,12:11:06.801452,add-to-cart-sauce-labs-bolt-t-shirt,Shopping_cart,9,https://www.example.com,valid
2023-04-28,12:11:06.801484,react-burger-menu-btn,Shopping_cart,76,https://www.example.com,fault
2023-04-28,12:11:06.801527,add-to-cart-sauce-labs-bike-light,Shopping_cart,2,https://www.example.com,valid
2023-04-28,12:11:06.801641,add-to-cart-sauce-labs-bolt-t-shirt,Home_page,1,https://www.example.com,valid
2023-04-28,12:11:06.801708,add-to-cart-sauce-labs-fleece-jacket,Product_page,2,https://www.example.com,valid
2023-04-28,12:11:06.801765,add-to-cart-sauce-labs-fleece-jacket,Shopping_cart,8,https://www.example.com,valid
2023-04-28,12:11:06.801790,about_sidebar_link,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.801821,reset_sidebar_link,Login_page,5,https://www.example.com,valid
2023-04-28,12:11:06.814039,btn,btn_secondary,2,https://www.example.com,valid
2023-04-28,12:11:06.814058,react-burger-menu-btn,Product_page,1,https://www.example.com,valid
2023-04-28,12:11:06.814094,add-to-cart-sauce-labs-onesie,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.814111,add-to-cart-sauce-labs-bolt-t-shirt,Login_page,3,https://www.example.com,valid
2023-04-28,12:11:06.814146,product_sort_container,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.814178,reset_sidebar_link,Home_page,2,https://www.example.com,valid
2023-04-28,12:11:06.814212,reset_sidebar_link,Home_page,9,https://www.example.com,valid
2023-04-28,12:11:06.814227,about_sidebar_link,Shopping_cart,7,https://www.example.com,valid
2023-04-28,12:11:06.814244,password,Shopping_cart,2,https://www.example.com,valid
2023-04-28,12:11:06.814261,submit-button,btn_action,41,https://www.saucedemo.com/inventory-item.html,fault
2023-04-28,12:11:06.814278,about_sidebar_link,Shopping_cart,92,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.814309,btn,btn_secondary,8,https://www.example.com,valid
2023-04-28,12:11:06.814380,btn,btn_action,7,https://www.example.com,valid
2023-04-28,12:11:06.814411,about_sidebar_link,Home_page,9,https://www.example.com,valid
2023-04-28,12:11:06.814427,btn,btn_action,130,https://www.saucedemo.com/login.html,fault
2023-04-28,12:11:06.814506,reset_sidebar_link,Shopping_cart,5,https://www.example.com,valid
2023-04-28,12:11:06.814522,reset_sidebar_link,Product_page,10,https://www.example.com,valid
2023-04-28,12:11:06.814565,add-to-cart-sauce-labs-onesie,Shopping_cart,7,https://www.example.com,valid
2023-04-28,12:11:06.814599,add-to-cart-sauce-labs-bolt-t-shirt,Shopping_cart,1,https://www.example.com,valid
2023-04-28,12:11:06.814630,password,Product_page,48,https://www.example.com,fault
2023-04-28,12:11:06.814662,shopping_cart_link,Product_page,7,https://www.example.com,valid
2023-04-28,12:11:06.814726,reset_sidebar_link,Login_page,2,https://www.example.com,valid
2023-04-28,12:11:06.814758,submit-button,btn_action,9,https://www.example.com,valid
2023-04-28,12:11:06.814788,add-to-cart-sauce-labs-onesie,Shopping_cart,1,https://www.example.com,valid
2023-04-28,12:11:06.814926,shopping_cart_link,Shopping_cart,91,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.815012,shopping_cart_link,Login_page,1,https://www.example.com,valid
2023-04-28,12:11:06.815027,shopping_cart_link,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.815043,btn,btn_secondary,7,https://www.example.com,valid
2023-04-28,12:11:06.815075,add-to-cart-sauce-labs-fleece-jacket,Product_page,38,https://www.saucedemo.com/inventory.html,fault
2023-04-28,12:11:06.815284,react-burger-menu-btn,Shopping_cart,2,https://www.example.com,valid
2023-04-28,12:11:06.815356,add-to-cart-sauce-labs-fleece-jacket,Login_page,3,https://www.example.com,valid
2023-04-28,12:11:06.815403,about_sidebar_link,Shopping_cart,110,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.815460,product_sort_container,Product_page,10,https://www.example.com,valid
2023-04-28,12:11:06.815475,submit-button,btn_action,26,https://www.saucedemo.com/,fault
2023-04-28,12:11:06.815595,password,Login_page,1,https://www.example.com,valid
2023-04-28,12:11:06.815688,btn,btn_secondary,1,https://www.example.com,valid
2023-04-28,12:11:06.815735,btn,btn_secondary,2,https://www.example.com,valid
2023-04-28,12:11:06.815766,btn,btn_secondary,8,https://www.example.com,valid
2023-04-28,12:11:06.815783,username,Login_page,17,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.815829,add-to-cart-sauce-labs-fleece-jacket,Login_page,4,https://www.example.com,valid
2023-04-28,12:11:06.815844,username,Shopping_cart,6,https://www.example.com,valid
2023-04-28,12:11:06.815860,reset_sidebar_link,Home_page,5,https://www.example.com,valid
2023-04-28,12:11:06.815984,shopping_cart_link,Home_page,3,https://www.example.com,valid
2023-04-28,12:11:06.816002,add-to-cart-sauce-labs-bolt-t-shirt,Login_page,109,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.816019,shopping_cart_link,Login_page,7,https://www.example.com,valid
2023-04-28,12:11:06.816062,about_sidebar_link,Home_page,10,https://www.example.com,valid
2023-04-28,12:11:06.816094,add-to-cart-sauce-labs-fleece-jacket,Login_page,9,https://www.example.com,valid
2023-04-28,12:11:06.816188,btn,btn_action,8,https://www.example.com,valid
2023-04-28,12:11:06.816267,password,Login_page,9,https://www.example.com,valid
2023-04-28,12:11:06.816282,add-to-cart-sauce-labs-fleece-jacket,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.816319,add-to-cart-sauce-labs-bolt-t-shirt,Login_page,4,https://www.example.com,valid
2023-04-28,12:11:06.816403,about_sidebar_link,Shopping_cart,7,https://www.example.com,valid
2023-04-28,12:11:06.816433,react-burger-menu-btn,Login_page,6,https://www.example.com,valid
2023-04-28,12:11:06.816449,add-to-cart-sauce-labs-fleece-jacket,Login_page,5,https://www.example.com,valid
2023-04-28,12:11:06.816505,add-to-cart-sauce-labs-bike-light,Shopping_cart,54,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.816599,btn,btn_action,2,https://www.example.com,valid
2023-04-28,12:11:06.816632,password,Home_page,6,https://www.example.com,valid
2023-04-28,12:11:06.816662,add-to-cart-sauce-labs-bike-light,Product_page,1,https://www.example.com,valid
2023-04-28,12:11:06.816791,react-burger-menu-btn,Shopping_cart,10,https://www.example.com,valid
2023-04-28,12:11:06.816867,add-to-cart-sauce-labs-bike-light,Home_page,1,https://www.example.com,valid
2023-04-28,12:11:06.816910,add-to-cart-sauce-labs-bolt-t-shirt,Home_page,8,https://www.example.com,valid
2023-04-28,12:11:06.816956,add-to-cart-sauce-labs-fleece-jacket,Product_page,129,https://www.saucedemo.com/,fault
2023-04-28,12:11:06.817064,username,Home_page,17,https://www.saucedemo.com/inventory.html,fault
2023-04-28,12:11:06.817087,product_sort_container,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.817104,add-to-cart-sauce-labs-bike-light,Shopping_cart,50,https://www.saucedemo.com/inventory-item.html,fault
2023-04-28,12:11:06.817149,add-to-cart-sauce-labs-bolt-t-shirt,Shopping_cart,5,https://www.example.com,valid
2023-04-28,12:11:06.817213,btn,btn_action,8,https://www.example.com,valid
2023-04-28,12:11:06.817287,add-to-cart-sauce-labs-bolt-t-shirt,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.817302,add-to-cart-sauce-labs-onesie,Login_page,138,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.817318,submit-button,btn_action,7,https://www.example.com,valid
2023-04-28,12:11:06.817345,about_sidebar_link,Shopping_cart,4,https://www.example.com,valid
2023-04-28,12:11:06.817361,btn,btn_secondary,4,https://www.example.com,valid
2023-04-28,12:11:06.817377,username,Login_page,7,https://www.example.com,valid
2023-04-28,12:11:06.817408,add-to-cart-sauce-labs-bike-light,Shopping_cart,3,https://www.example.com,valid
2023-04-28,12:11:06.817423,btn,btn_action,7,https://www.example.com,valid
2023-04-28,12:11:06.817493,username,Home_page,10,https://www.example.com,valid
2023-04-28,12:11:06.817531,add-to-cart-sauce-labs-bike-light,Product_page,3,https://www.example.com,valid
2023-04-28,12:11:06.817577,reset_sidebar_link,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.817592,shopping_cart_link,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.817607,about_sidebar_link,Login_page,30,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.817637,about_sidebar_link,Home_page,4,https://www.example.com,valid
2023-04-28,12:11:06.817756,react-burger-menu-btn,Product_page,4,https://www.example.com,valid
2023-04-28,12:11:06.817787,add-to-cart-sauce-labs-bike-light,Home_page,5,https://www.example.com,valid
2023-04-28,12:11:06.817832,product_sort_container,Home_page,12,https://www.example.com,fault
2023-04-28,12:11:06.817877,btn,btn_action,2,https://www.example.com,valid
2023-04-28,12:11:06.817950,about_sidebar_link,Home_page,1,https://www.example.com,valid
2023-04-28,12:11:06.817973,submit-button,btn_action,136,https://www.saucedemo.com/login.html,fault
2023-04-28,12:11:06.818057,add-to-cart-sauce-labs-onesie,Shopping_cart,5,https://www.example.com,valid
2023-04-28,12:11:06.818076,add-to-cart-sauce-labs-fleece-jacket,Shopping_cart,10,https://www.example.com,valid
2023-04-28,12:11:06.818178,about_sidebar_link,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.818234,btn,btn_action,6,https://www.example.com,valid
2023-04-28,12:11:06.818373,btn,btn_secondary,10,https://www.example.com,valid
2023-04-28,12:11:06.818388,add-to-cart-sauce-labs-fleece-jacket,Shopping_cart,5,https://www.example.com,valid
2023-04-28,12:11:06.818419,reset_sidebar_link,Shopping_cart,4,https://www.example.com,valid
2023-04-28,12:11:06.818465,reset_sidebar_link,Home_page,99,https://www.saucedemo.com/inventory.html,fault
2023-04-28,12:11:06.818483,add-to-cart-sauce-labs-fleece-jacket,Product_page,3,https://www.example.com,valid
2023-04-28,12:11:06.818545,btn,btn_secondary,8,https://www.example.com,valid
2023-04-28,12:11:06.818642,about_sidebar_link,Home_page,8,https://www.example.com,valid
2023-04-28,12:11:06.818657,product_sort_container,Product_page,77,https://www.saucedemo.com/inventory.html,fault
2023-04-28,12:11:06.818734,password,Product_page,6,https://www.example.com,valid
2023-04-28,12:11:06.818749,add-to-cart-sauce-labs-fleece-jacket,Home_page,7,https://www.example.com,valid
2023-04-28,12:11:06.818764,username,Home_page,48,https://www.saucedemo.com/cart.html,fault
2023-04-28,12:11:06.818793,submit-button,btn_action,1,https://www.example.com,valid
2023-04-28,12:11:06.818808,add-to-cart-sauce-labs-fleece-jacket,Home_page,2,https://www.example.com,valid
2023-04-28,12:11:06.818822,add-to-cart-sauce-labs-bike-light,Product_page,4,https://www.example.com,valid
2023-04-28,12:11:06.818949,add-to-cart-sauce-labs-bike-light,Shopping_cart,9,https://www.example.com,valid
2023-04-28,12:11:06.880944,btn,btn_action,2,https://www.example.com,valid
